471;floating_harbor;641.17;9.50;2220.00;-0.02;3606
1337;floating_harbor;3251.96;9.50;1806.77;-1.46;15102
1323;floating_harbor;3618.00;9.50;2228.00;-2.15;15034
1311;floating_harbor;93.12;9.50;10.82;0.59;14911
1314;floating_harbor;1788.19;9.50;58.90;-0.17;14916
1315;floating_harbor;2483.47;9.50;18.37;-0.90;14917
1319;floating_harbor;4948.06;9.50;23.71;1.01;14925
1318;floating_harbor;5070.54;9.50;20.55;0.36;14926
1317;floating_harbor;5294.96;9.50;10.79;-1.46;14927
720;floating_harbor;2218.17;9.50;109.52;1.35;10995
1;military_industry;2948.00;9.60;1424.00;3.36;0
1;military_industry;2953.00;9.60;1436.00;4.57;0
1;military_industry;2953.00;9.60;1436.00;2.41;0
1;military_industry;2944.00;9.60;1437.00;0.25;0
1;military_industry;2947.00;9.60;1429.00;0.35;0
1;military_industry;2948.00;9.60;1429.00;4.47;0
1;civilian_industry;2947.00;9.60;1432.00;0.85;0
1;civilian_industry;2947.00;9.60;1432.00;3.87;0
1;civilian_industry;2948.00;9.60;1423.00;5.08;0
1;civilian_industry;2952.00;9.60;1437.00;2.92;0
1;civilian_industry;2952.00;9.60;1437.00;5.58;0
1;civilian_industry;2947.00;9.60;1436.00;0.86;0
1;military_airport;2949.00;9.60;1437.00;3.52;0
1;supply_node;2947.00;9.60;1426.00;1.77;0
1;supply_node;2951.00;9.60;1439.00;4.71;0
1;supply_node;2945.00;9.60;1436.00;1.01;0
1;naval_base;2954.00;9.60;1442.00;1.57;5579
1;naval_base;2943.00;9.50;1427.00;-2.11;8918
1;naval_base;2942.00;9.50;1441.00;-1.57;8918
1;fortifications;2944.00;9.60;1437.00;4.03;0
1;fortifications;2948.00;9.60;1428.00;0.41;0
1;fortifications;2949.00;9.60;1443.00;3.08;0
1;coastal_fortifications;2952.00;9.50;1446.00;-3.00;0
1;coastal_fortifications;2941.00;9.50;1439.00;-1.57;0
1;coastal_fortifications;2949.00;9.60;1422.00;1.33;0
1;shipyard;2953.00;9.60;1446.00;1.57;0
1;sam_site;2952.00;9.60;1437.00;4.54;0
1;sam_site;2951.00;9.60;1439.00;0.92;0
1;sam_site;2949.00;9.60;1437.00;3.59;0
1;synthetic_refinery;2949.00;9.60;1437.00;1.43;0
1;fuel_storage_tank;2945.00;9.60;1431.00;1.53;0
1;radar_station;2948.00;9.60;1435.00;0.79;0
1;missile_launch_facility;2946.00;9.60;1433.00;2.04;0
1;nuclear_reactor;2948.00;9.60;1426.00;4.70;0
2;military_industry;3008.00;10.07;1430.00;2.41;0
2;military_industry;2991.00;9.65;1444.00;0.25;0
2;military_industry;3015.00;9.65;1420.00;0.35;0
2;military_industry;2997.00;9.75;1437.00;4.47;0
2;military_industry;3005.00;9.73;1431.00;0.85;0
2;military_industry;3009.00;11.48;1440.00;3.87;0
2;civilian_industry;2995.00;9.70;1440.00;5.08;0
2;civilian_industry;2995.00;9.60;1433.00;2.92;0
2;civilian_industry;3019.00;9.68;1420.00;5.58;0
2;civilian_industry;3019.00;9.73;1423.00;0.86;0
2;civilian_industry;3006.00;10.00;1432.00;3.52;0
2;civilian_industry;3015.00;9.70;1423.00;1.36;0
2;military_airport;2990.00;9.60;1436.00;4.03;0
2;supply_node;3020.00;9.80;1423.00;1.01;0
2;supply_node;2989.00;9.60;1439.00;3.95;0
2;supply_node;3003.00;9.60;1430.00;5.42;0
